来源,时间,标题
财联社,2026-01-30 09:30:17,天津新紫光新计算架构项目首代芯片投片生产
财联社,2026-01-30 09:29:25,深交所：耐普转02”盘中临时停牌
财联社,2026-01-30 09:27:40,竞价看龙头：白银有色、招金黄金、豫光金铅等热门股一字跌停
财联社,2026-01-30 09:26:38,三大指数集体低开 有色板块领跌
财联社,2026-01-30 09:26:05,港股黄金股多数走低 赤峰黄金跌超8%
同花顺,2026-01-30 09:14:00,万邦医药：预计2025年净利润同比下降50.70%-66.55%
同花顺,2026-01-30 09:13:57,宏桥控股：预计2025年度净利润为170万至200亿元
同花顺,2026-01-30 09:13:53,现货黄金失守5030美元/盎司 现货白银暴跌14%
同花顺,2026-01-30 09:13:52,云南锗业：预计2025年净利润同比下降58.57%-71.75%
同花顺,2026-01-30 09:13:44,灿瑞科技：预计2025年净亏损4800万元至6800万元
同花顺,2026-01-30 09:12:48,现货黄金大跌6%
同花顺,2026-01-30 09:12:40,现货白银失守102美元/盎司
同花顺,2026-01-30 09:12:07,"冠城新材：预计2025年净利润6,000万元到9,000 万元"
同花顺,2026-01-30 09:11:37,锦龙股份：预计2025年净利润为1.97亿元至2.86亿元
同花顺,2026-01-30 09:10:40,COMEX黄金期货大跌5% COMEX白银期货暴跌10%
同花顺,2026-01-30 09:10:28,久日新材：预计2025年净利润为2100万元到3150万元
同花顺,2026-01-30 09:09:43,吉林敖东：预计2025年净利润同比增长46.00%～60.00%
同花顺,2026-01-30 09:09:40,中山公用：预计2025年净利润同比增长50.00%-80.00%
同花顺,2026-01-30 09:09:38,现货白银失守103美元/盎司
同花顺,2026-01-30 09:09:35,跃岭股份：预计2025年净利润同比下降61.86%～74.57%
同花顺,2026-01-30 09:09:29,鲁西化工：预计2025年净利润同比下降45.78%-58.10%
同花顺,2026-01-30 09:09:26,凯文教育：预计2025年度归母净利润为负，亏损幅度较上年同期收窄约45%-60%
同花顺,2026-01-30 09:08:03,深交所修订可持续发展报告编制指南
同花顺,2026-01-30 09:07:27,宏昌科技：预计2025年净利润同比下降50%至60%
同花顺,2026-01-30 09:07:22,佳讯飞鸿：预计2025年净利润为负值
财联社,2026-01-30 08:12:07,伊朗议会议长：难以信任特朗普
同花顺,2026-01-30 08:11:20,中晶科技：预计2025年净利润同比增长75.65%-97.61%
同花顺,2026-01-30 08:11:03,海波重科：预计2025年净利润同比下降42.18%-60.88%
同花顺,2026-01-30 08:10:44,两部门：各地可适当调整省内煤电中长期市场交易价格下限，不再统一执行基准价下浮20%的下限
同花顺,2026-01-30 08:10:01,港股收评：恒生科技指数跌2.1%，恒生指数跌2.08%
同花顺,2026-01-30 08:09:56,两部门：推动抽水蓄能、新型储能公平参与电力市场
同花顺,2026-01-30 08:09:06,华泰股份：预计2025年年度净利润亏损5000万元到7000万元
同花顺,2026-01-30 08:09:02,华瑞股份：预计2025年净利润为600万元至900万元
同花顺,2026-01-30 08:08:58,锋尚文化：预计2025年净利润为负值
同花顺,2026-01-30 08:08:53,华是科技：预计2025年净利润为负，预计为-1800万元至-2600万元
同花顺,2026-01-30 08:08:44,中科海讯：预计2025年净利润为负值
同花顺,2026-01-30 08:08:39,润欣科技：预计2025年净利润同比增长50.00%-65.00%
同花顺,2026-01-30 08:08:33,优宁维：预计2025年净利润亏损1500万元-3000万元
同花顺,2026-01-30 08:08:29,ST思科瑞：预计2025年年度归母净利润为亏损1532万元-2298万元
财联社,2026-01-30 08:08:27,财联社1月30日早间新闻精选
同花顺,2026-01-30 08:08:14,全筑股份：预计2025年年度净亏损2.5亿元至3.5亿元
同花顺,2026-01-30 08:07:55,乐凯胶片：高性能分离膜及元件建设项目已完成
同花顺,2026-01-30 08:06:12,兴业科技：预计2025年净利润同比下降15.28%-30.81%
同花顺,2026-01-30 08:06:03,三棵树：预计2025年净利润同比增加128.96%到189.21%
同花顺,2026-01-30 08:05:46,鲁北化工：预计2025年度净利润同比减少83.87%
同花顺,2026-01-30 08:05:41,杰华特：预计2025年年度净亏损6.3亿元到7.3亿元
财联社,2026-01-30 08:04:33,哈马斯：加沙治理权交接全面就绪
财联社,2026-01-30 08:04:17,今日申购指南及新股定位分析
财联社,2026-01-30 08:02:27,新诺威：控股子公司及关联方共同与阿斯利康签署战略合作与授权协议
财联社,2026-01-30 08:00:28,投资日历：周五资本市场大事提醒
财联社,2026-01-30 07:52:47,紫金矿业：发行15亿美元零息有担保可换股债券
财联社,2026-01-30 07:46:16,【点金互动易】AI应用+工业互联网，自研AI应用体系，全面支撑企业AI模型开发与落地，提供一批成型的业务场景AI智能体，这家公司平台作为技术底座帮助客户构建工业互联网平台
财联社,2026-01-30 07:45:59,特朗普威胁对加拿大飞机加征50%关税 将暂停认证所有加制飞机
财联社,2026-01-30 07:44:22,委内瑞拉代总统签署并颁布油气法改革法案
财联社,2026-01-30 07:39:47,中国铝业：公司及力拓拟通过合资公司收购巴西铝业68.596%股权
财联社,2026-01-30 07:35:19,特朗普宣布国家紧急状态 威胁对向古巴提供石油的国家加征关税
同花顺,2026-01-30 07:16:44,锂矿板块大跌，多家锂矿企业回应：供不应求，经营一切正常
同花顺,2026-01-30 07:15:44,万科A：当前公司在各方支持下 全力推进改革化险工作
同花顺,2026-01-30 07:15:22,赢合科技：目前暂未提供钙钛矿光伏领域所需涂布机设备
同花顺,2026-01-30 07:14:56,沙特官员：中国是沙特在人工智能领域重要合作伙伴
同花顺,2026-01-30 07:10:15,2025年电子信息制造业运行情况：生产快速增长，出口同比持平
同花顺,2026-01-30 07:09:32,光大期货：有色金属集体回踩，碳酸锂盘中触及跌停
同花顺,2026-01-30 07:09:04,大买家进场，多省市房地产收储密集落地
财联社,2026-01-30 07:06:26,【研选】LME铜价首次突破14000美元大关，分析师预计后续随供给收紧和需求改善，2026年仍支持铜价上行；这家公司矿服业务业绩确定性增强，铜矿业务加速放量，中长期业绩增量确定性持续增强
同花顺,2026-01-30 07:02:48,现货白银暴跌9%
同花顺,2026-01-30 07:02:40,德国总理：欧洲不是美国的从属者
同花顺,2026-01-30 07:02:06,中共中央政治局召开会议　中共中央总书记习近平主持会议
同花顺,2026-01-30 07:01:48,ETF收评：A500ETF融通领涨5.61%，黄金股票ETF领跌10.01%
同花顺,2026-01-30 07:01:47,股指期货午盘收盘集体走低
同花顺,2026-01-30 07:01:43,ETF两市成交额6480.52亿元
同花顺,2026-01-30 07:01:08,A股收评：创业板指探底回升涨1.27%，光纤、光模块等算力硬件股午后走强
财联社,2026-01-30 06:59:18,最复杂二维时间晶体成功构建
财联社,2026-01-30 06:58:36,人工肺系统创造四十八小时存活奇迹
同花顺,2026-01-30 06:57:56,COMEX白银期货大跌6%
同花顺,2026-01-30 06:55:12,LG电子第四季度营收为23.852万亿韩元，市场预期22.762万亿韩元
同花顺,2026-01-30 06:54:10,*ST铖昌上演“地天板”
财联社,2026-01-30 06:53:27,科创板超260份业绩预告出炉订单增长彰显发展潜力
财联社,2026-01-30 06:48:46,抢滩资产托管“黄金赛道” 外资银行以跨境优势破局
财联社,2026-01-30 06:44:41,阿迪达斯2025全年营业利润初步数据20.6亿欧元 预估20.4亿欧元
财联社,2026-01-30 06:38:27,债市波动加大 中小银行买债逻辑转向
财联社,2026-01-30 06:35:42,爱芯元智：香港IPO拟发行逾1.04亿股 定价28.2港元
财联社,2026-01-30 06:30:06,周五你需要知道的隔夜全球要闻：黄金遭遇“获利回吐风暴”，盘中一度暴跌5.7%；俄乌因凛冬休战一周；美政府又陷停摆僵局
财联社,2026-01-30 06:20:49,权益类和FOF齐发力 今年新发基金规模已超千亿元
财联社,2026-01-30 06:18:13,马斯克的SpaceX据悉正在考虑与特斯拉或xAI合并
同花顺,2026-01-30 06:16:01,沪深京三市成交额超2.5万亿元，较上日此时缩量2653亿元
同花顺,2026-01-30 06:10:08,美元走强，受凯文·沃什将被任命为下任美联储主席的预期提振
同花顺,2026-01-30 06:07:46,内存供应紧张，苹果 2026 年将优先推出高端 iPhone 机型
同花顺,2026-01-30 06:03:12,白宫官员：联邦执法人员将减少街头搜查
同花顺,2026-01-30 05:58:36,国际航协：2025年全球航空货运需求创历史新高
同花顺,2026-01-30 05:52:16,印尼经济部长：将采取措施提高股市透明度
财联社,2026-01-30 05:50:24,周五（1月30日）重点关注财经事件和经济数据
财联社,2026-01-30 05:50:08,新西兰：不加入美方倡议设立的所谓“和平委员会”
同花顺,2026-01-30 05:47:48,中国驻美大使：人文交流助力中美构建新时期正确相处之道
同花顺,2026-01-30 05:44:00,我国可再生能源制氢年产能超25万吨 较上年实现翻番式增长
财联社,2026-01-30 05:40:43,委内瑞拉证实委美将重启商业航班
同花顺,2026-01-30 05:38:28,美光、SK海力士和三星电子加强对客户存储订单审查 防止蓄意囤积库存
同花顺,2026-01-30 05:35:24,瑞银：黄金价格或将面临压力，但长期前景乐观
财联社,2026-01-30 05:30:44,苹果Q1营收高于预期 盘后涨超3%
同花顺,2026-01-30 05:28:35,伊戈尔电气股份有限公司向港交所提交上市申请书
财联社,2026-01-30 05:25:38,委内瑞拉立法机构通过石油法改革相关法案
同花顺,2026-01-30 05:22:32,造纸板块震荡走高，岳阳林纸涨停
同花顺,2026-01-30 05:22:16,国家能源局：“十五五”期间将推进氢能试点 大力培育未来产业
同花顺,2026-01-30 05:17:57,飞天茅台批价回升至1700元，部分市场两日跳涨150元/瓶
同花顺,2026-01-30 05:16:26,贵州茅台成交额达100亿元
同花顺,2026-01-30 05:13:10,机器人概念股午后震荡拉升，天奇股份、百达精工涨停
财联社,2026-01-30 05:11:47,西部数据第二财季营收高于预期 盘后涨超2%
财联社,2026-01-30 05:09:45,闪迪Q2营收高于预期 盘后涨超15%
同花顺,2026-01-30 05:06:32,美墨总统通电话讨论贸易和安全问题
同花顺,2026-01-30 05:04:22,算力硬件股午后持续走高，天孚通信大涨14%创历史新高
财联社,2026-01-30 05:02:42,纳斯达克中国金龙指数收涨0.35%
同花顺,2026-01-30 05:00:52,创业板指探底回升涨超1%
财联社,2026-01-30 05:00:51,纳指收跌0.7% 微软市值蒸发3570亿美元
同花顺,2026-01-30 04:58:37,先为达GLP-1新药获批上市
同花顺,2026-01-30 04:56:01,长三角一体化示范区已累计形成161项制度创新成果
同花顺,2026-01-30 04:48:04,广东跨区域人员流动将超11亿人次
同花顺,2026-01-30 04:46:11,石四药集团：盐酸普罗帕酮注射液获得药品生产注册批件
同花顺,2026-01-30 04:41:57,星际荣耀航天智慧装备产业基地在深圳宝安投产
同花顺,2026-01-30 04:36:29,美国国民警卫队部署支出预估翻倍
同花顺,2026-01-30 04:35:43,蚂蚁灵波开源具身世界模型LingBot-VA
同花顺,2026-01-30 04:34:25,古巴副外长：美国企图胁迫他国加入对古封锁
同花顺,2026-01-30 04:34:15,部分产品涨价达6000元/吨 白羽肉鸡迎来春节行情
财联社,2026-01-30 04:31:54,中国驻美大使谢锋：中美文化不是零和博弈的 “对立项” 而是互鉴进步的“加分项”
财联社,2026-01-30 04:23:11,联合国安理会通过决议 将联海办授权延期一年
同花顺,2026-01-30 04:16:00,香港绿色和可持续金融跨机构督导小组公布2026至2028年策略重点
同花顺,2026-01-30 04:15:50,成渝中线高铁重庆段隧道全线贯通
同花顺,2026-01-30 04:14:21,抖音电商：年货节期间品牌年货礼盒销量增长3倍
财联社,2026-01-30 04:10:16,美国国会预算办公室：国民警卫队今年或耗资11亿美元
同花顺,2026-01-30 04:05:56,引江补汉工程输水总干线出口段正式贯通
同花顺,2026-01-30 04:01:19,港股午评：恒生科技指数跌1.79%，恒生指数跌1.78%
同花顺,2026-01-30 03:59:29,1月30日午间公告一览：天益医疗子公司产品取得医疗器械注册证
财联社,2026-01-30 03:56:19,泽连斯基：就能源设施达成的停火将从29日夜间开始
同花顺,2026-01-30 03:52:09,日经225指数收窄跌幅，现跌0.3%
同花顺,2026-01-30 03:47:25,浙江省机场集团：春运期间，全省机场预计完成旅客吞吐量1061万人次
同花顺,2026-01-30 03:46:27,西班牙高铁连发重大事故，部分线路限速 调查启动
同花顺,2026-01-30 03:36:32,NYMEX钯金主力合约大跌6%
同花顺,2026-01-30 03:36:02,加总理：希望特朗普尊重加拿大主权
同花顺,2026-01-30 03:32:25,ETF两市成交额4272.71亿元
同花顺,2026-01-30 03:32:21,ETF午评：中韩半导体ETF领涨3.09%，黄金股票ETF领跌10.01%
同花顺,2026-01-30 03:32:04,股指期货早盘收盘集体下跌
同花顺,2026-01-30 03:30:46,A股午评：沪指半日跌1.19%，黄金、有色金属板块集体回调
同花顺,2026-01-30 03:29:41,马来西亚央行表示，林吉特并非提升出口竞争力的工具
财联社,2026-01-30 03:28:07,土耳其一炼油厂发生爆炸 员工被紧急撤离
同花顺,2026-01-30 03:22:50,伊朗强烈谴责欧盟将伊朗革命卫队列为“恐怖组织”
财联社,2026-01-30 03:22:09,以色列全面提升防御与进攻准备 应对地区局势变化
同花顺,2026-01-30 03:17:35,德邦基金处罚落地！监管严禁无资质互联网大V带货
财联社,2026-01-30 03:14:32,荷兰养老基金PME称美国“不再可靠” 计划将目光转向欧洲
同花顺,2026-01-30 03:14:10,西安城墙下 早市烟火气催生“出入口经济”
同花顺,2026-01-30 03:11:58,春节假期免费时段驶出收费公路即可免收通行费
